OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
HULIANWANG DIGUI-49,2025-168A,2026-01-26T14:21:54.293184,13.29334730,.00074012,50.0027,113.7911,47.0610,313.0882,0,U,65106,999,2385,.15082951E-3,-.54E-6,0
HULIANWANG DIGUI-50,2025-168B,2026-01-26T14:09:49.524192,13.29335233,.00081621,49.9997,113.6989,32.2332,327.9038,0,U,65107,999,2385,.15034795E-3,-.54E-6,0
HULIANWANG DIGUI-51,2025-168C,2026-01-26T13:57:46.678464,13.29335445,.000951,50.0034,113.7150,31.3145,328.8292,0,U,65108,999,2385,.15648609E-3,-.51E-6,0
HULIANWANG DIGUI-52,2025-168D,2026-01-26T13:45:52.474464,13.29334290,.00095821,50.0028,113.6560,44.4744,315.6896,0,U,65109,999,2385,.1512023E-3,-.54E-6,0
HULIANWANG DIGUI-53,2025-168E,2026-01-26T15:22:05.139264,13.29334206,.00082292,50.0035,113.3626,34.9665,325.1747,0,U,65110,999,2386,.12997467E-3,-.64E-6,0
HULIANWANG DIGUI-54,2025-168F,2026-01-26T14:46:09.780672,13.29331139,.00098815,49.9986,113.1559,39.4130,320.7460,0,U,65111,999,2386,.1540556E-3,-.53E-6,0
HULIANWANG DIGUI-55,2025-168G,2026-01-26T15:09:59.540832,13.29334936,.00111177,49.9992,113.2487,34.6198,325.5396,0,U,65112,999,2386,.13367618E-3,-.62E-6,0
HULIANWANG DIGUI-56,2025-168H,2026-01-26T14:57:59.707872,13.29334455,.00111187,49.9983,113.1918,56.7111,303.4825,0,U,65113,999,2386,.12915198E-3,-.64E-6,0
HULIANWANG DIGUI-57,2025-168J,2026-01-26T14:34:09.837120,13.29331085,.00087551,50.0011,113.1528,48.4070,311.7552,0,U,65114,999,2387,.15433126E-3,-.52E-6,0
QPS-SAR-12 (KUSHINADA-I),2025-169A,2026-01-26T13:22:59.622528,14.99304081,.00063016,42.0120,75.0926,348.1325,11.9351,0,U,65116,999,2614,.6613154E-3,.8039E-4,0
GEESAT-4 01,2025-170A,2026-01-26T14:32:04.056000,14.83621671,.0011374,49.9869,110.9076,228.3089,131.6876,0,U,65119,999,2541,.51428703E-3,.4066E-4,0
GEESAT-4 02,2025-170B,2026-01-26T14:08:24.262944,14.83721403,.00107831,49.9847,110.7703,264.9004,95.0703,0,U,65120,999,2543,.48833792E-3,.3859E-4,0
GEESAT-4 03,2025-170C,2026-01-26T15:00:25.277184,14.83684035,.00217654,49.9919,110.3685,240.9091,118.9668,0,U,65121,999,2541,.51165787E-3,.4061E-4,0
GEESAT-4 04,2025-170D,2026-01-26T14:59:13.840800,15.43471633,.00042117,49.9843,81.9083,54.3676,305.7679,0,U,65122,999,2579,.11703371E-2,.53327E-3,0
GEESAT-4 05,2025-170E,2026-01-26T14:10:13.663488,15.43647644,.00247919,49.9963,82.6045,306.0245,53.8421,0,U,65123,999,2578,.11095328E-2,.51375E-3,0
GEESAT-4 06,2025-170F,2026-01-26T15:29:39.565248,14.83730336,.00198642,49.9836,110.3610,221.5599,138.3830,0,U,65124,999,2541,.50939809E-3,.4044E-4,0
GEESAT-4 07,2025-170G,2026-01-26T15:15:14.097312,14.83704168,.00191952,49.9915,110.4340,234.4965,125.4183,0,U,65125,999,2541,.50157672E-3,.3975E-4,0
GEESAT-4 08,2025-170H,2026-01-26T14:32:37.885920,15.43633702,.00086356,49.9761,81.6660,121.3025,238.8785,0,U,65126,999,2579,.34144526E-3,.15284E-3,0
GEESAT-4 09,2025-170J,2026-01-26T14:30:59.774400,14.64677015,.002042,49.9941,136.8661,225.9580,133.9669,0,U,65127,999,2503,.29154578E-3,.1374E-4,0
GEESAT-4 10,2025-170K,2026-01-26T13:47:40.808832,15.43527272,.00121641,49.9848,82.4360,306.5390,53.4453,0,U,65128,999,2578,.11103268E-2,.50764E-3,0
GEESAT-4 11,2025-170L,2026-01-26T14:46:22.934208,14.83522137,.00075133,49.9830,110.1969,268.3567,91.6511,0,U,65129,999,2541,.49300074E-3,.3877E-4,0
KUIPER-00081,2025-171A,2026-01-26T13:59:33.757440,14.80070041,.0001567,51.9016,334.2657,82.2916,277.8225,0,U,65132,999,2680,.11700978E-2,.8739E-4,0
KUIPER-00088,2025-171B,2026-01-26T04:52:55.814592,14.81611952,.00007604,51.9033,353.9102,148.0406,212.0603,0,U,65133,999,2649,.10182522E-2,.7865E-4,0
KUIPER-00095,2025-171C,2026-01-25T01:26:07.002528,14.96288784,.00039618,51.8936,338.9315,340.5145,19.5672,0,U,65134,999,2660,-.55841428E-3,-.663E-4,0
KUIPER-00096,2025-171D,2026-01-26T14:33:01.855008,14.79898916,.00022877,51.9047,344.1774,78.1474,281.9745,0,U,65135,999,2666,.74183478E-3,.5434E-4,0
KUIPER-00097,2025-171E,2026-01-26T04:45:08.820000,14.80089392,.0002886,51.9032,348.5993,47.9721,312.1486,0,U,65136,999,2655,.12719E-2,.9524E-4,0
KUIPER-00098,2025-171F,2026-01-26T04:40:50.060640,14.80103883,.0007168,51.9026,350.9940,5.5390,354.5651,0,U,65137,999,2587,.11699E-2,.8747E-4,0
KUIPER-00099,2025-171G,2026-01-26T02:31:27.880320,14.79936428,.00013965,51.9049,341.3708,90.5125,269.5998,0,U,65138,999,2665,.1154952E-2,.8595E-4,0
KUIPER-00100,2025-171H,2026-01-26T13:07:21.493056,14.79938180,.00001443,51.9019,336.9023,307.8114,52.2835,0,U,65139,999,2675,-.3292623E-4,-.472E-5,0
KUIPER-00102,2025-171J,2026-01-26T01:43:10.643808,14.79987407,.00008215,51.9003,341.5447,87.5117,272.5939,0,U,65140,999,2664,.83369352E-3,.6148E-4,0
KUIPER-00103,2025-171K,2026-01-26T15:02:43.561248,14.79833278,.00026668,51.9028,356.5788,24.2698,335.8389,0,U,65141,999,2648,.28337597E-3,.1934E-4,0
KUIPER-00104,2025-171L,2026-01-26T03:53:11.920992,14.77024797,.00041361,51.9030,346.0267,49.9923,310.1401,0,U,65142,999,2659,.15523227E-1,.112135E-2,0
KUIPER-00105,2025-171M,2026-01-26T14:21:09.880128,14.79998014,.00024133,51.9026,351.7796,34.0975,326.0142,0,U,65143,999,2655,.10877638E-2,.8094E-4,0
KUIPER-00106,2025-171N,2026-01-26T14:07:28.107264,14.97096758,.00079563,51.8962,346.2535,324.3602,35.6836,0,U,65144,999,2663,.10099367E-2,.11542E-3,0
KUIPER-00107,2025-171P,2026-01-26T13:11:17.725344,14.79913109,.00011394,51.9049,334.4342,88.7196,271.3897,0,U,65145,999,2679,-.11300908E-2,-.8821E-4,0
KUIPER-00108,2025-171Q,2026-01-26T02:19:46.069536,14.79965649,.00026103,51.9034,348.9397,0.1243,359.9719,0,U,65146,999,2655,-.1125101E-3,-.108E-4,0
KUIPER-00109,2025-171R,2026-01-26T14:00:01.000224,14.80121488,.00037744,51.9030,341.7381,39.4693,183.5649,0,U,65147,999,259,-.46524562E-3,-.3783E-4,0
KUIPER-00110,2025-171S,2026-01-26T15:06:00.556704,14.79931739,.00027572,51.9007,354.1286,55.6829,304.4394,0,U,65148,999,2651,.11358134E-2,.8448E-4,0
KUIPER-00111,2025-171T,2026-01-26T04:26:18.472992,14.79917720,.00027619,51.9000,1.0155,27.6943,332.4166,0,U,65149,999,2638,.11786432E-2,.8772E-4,0
KUIPER-00112,2025-171U,2026-01-26T04:04:50.358720,14.79893155,.0000899,51.9023,343.6243,90.9467,269.1599,0,U,65150,999,2662,.56146E-3,.4058E-4,0
KUIPER-00114,2025-171V,2026-01-26T04:22:19.872480,14.79901016,.0002421,51.9022,3.5728,25.1347,334.9733,0,U,65151,999,2634,.10703E-2,.7941E-4,0
KUIPER-00115,2025-171W,2026-01-26T14:17:35.132064,14.80003951,.00017956,51.9020,354.2299,66.9920,293.1232,0,U,65152,999,2651,.1262407E-2,.9432E-4,0
KUIPER-00116,2025-171X,2026-01-26T14:58:28.889472,14.79935106,.00056669,51.9021,359.1454,326.1112,33.9487,0,U,65153,999,2644,.12622501E-2,.9416E-4,0
KUIPER-00118,2025-171Y,2026-01-26T14:54:28.794240,14.79967928,.00012515,51.9021,1.6128,41.8221,318.2836,0,U,65154,999,2641,.11622967E-2,.8658E-4,0
KUIPER-00119,2025-171Z,2026-01-26T03:52:00.871680,14.80074546,.00077607,51.9022,351.2226,350.0426,10.0381,0,U,65155,999,2651,.89082126E-3,.6601E-4,0
METOP-SGA1,2025-172A,2026-01-26T09:25:43.930848,14.21542571,.00008592,98.6852,88.5552,101.0516,259.0759,0,U,65159,999,2364,.65365849E-4,.1E-5,0
HULIANWANG DIGUI-58,2025-174A,2026-01-26T14:43:52.586112,13.24417996,.00016632,86.4985,299.8408,65.2121,294.9186,0,U,65164,999,2205,.13236767E-3,.71E-6,0
HULIANWANG DIGUI-59,2025-174B,2026-01-26T14:54:45.400320,13.24418119,.00016822,86.4945,299.7820,65.0847,295.0461,0,U,65165,999,2205,.14416211E-3,.77E-6,0
HULIANWANG DIGUI-60,2025-174C,2026-01-26T15:05:36.377664,13.24418436,.00016676,86.4978,299.8373,63.3882,296.7423,0,U,65166,999,2205,.14848935E-3,.78E-6,0
HULIANWANG DIGUI-61,2025-174D,2026-01-26T15:16:30.456768,13.24417012,.00017092,86.4986,299.8543,62.4343,297.6965,0,U,65167,999,2205,.12872459E-3,.7E-6,0
HULIANWANG DIGUI-62,2025-174E,2026-01-26T15:27:22.425120,13.24418240,.0001663,86.4928,299.7624,61.4648,298.6653,0,U,65168,999,2205,.86276801E-4,.52E-6,0
HULIANWANG DIGUI-63,2025-174F,2026-01-26T13:49:27.436800,13.24418681,.00016964,86.4981,299.8756,63.2266,296.9042,0,U,65169,999,2204,.78333643E-4,.48E-6,0
HULIANWANG DIGUI-64,2025-174G,2026-01-26T14:00:20.418624,13.24418670,.00016648,86.4939,299.8134,61.7893,298.3409,0,U,65170,999,2204,.72126309E-4,.46E-6,0
HULIANWANG DIGUI-65,2025-174H,2026-01-26T16:10:50.816928,13.24419244,.00016748,86.4902,299.7354,63.7209,296.4097,0,U,65171,999,2205,.70060988E-4,.45E-6,0
HULIANWANG DIGUI-66,2025-174J,2026-01-26T15:59:59.258112,13.24418926,.00016186,86.4938,299.7913,64.0102,296.1198,0,U,65172,999,2205,.69949992E-4,.45E-6,0
HULIANWANG DIGUI-67,2025-174K,2026-01-26T14:32:59.176608,13.24418471,.00016515,86.4949,299.8410,64.7264,295.4041,0,U,65173,999,2201,.89975832E-4,.53E-6,0
STARLINK-34956,2025-175A,2026-01-26T14:36:59.738400,15.05656884,.00023138,97.6017,261.1081,91.9239,268.2253,0,U,65174,999,2627,.60926209E-3,.8743E-4,0
STARLINK-34949,2025-175B,2026-01-26T14:33:00.580608,15.05655556,.00023641,97.6022,261.1107,88.2548,271.8949,0,U,65175,999,2631,.63719797E-3,.9147E-4,0
STARLINK-34707,2025-175C,2026-01-26T14:29:01.434912,15.05655481,.00020384,97.6022,261.1133,89.8717,270.2744,0,U,65176,999,2630,.43338154E-3,.6199E-4,0
STARLINK-34967,2025-175D,2026-01-26T14:25:02.228736,15.05662163,.00022082,97.6025,261.1172,79.3784,280.7691,0,U,65177,999,2630,.77831113E-3,.11191E-3,0
STARLINK-34929,2025-175E,2026-01-26T14:21:03.003552,15.05662160,.00026299,97.6021,261.1212,95.6074,264.5453,0,U,65178,999,2630,.67011345E-3,.9625E-4,0
STARLINK-34932,2025-175F,2026-01-26T14:13:04.628352,15.05634688,.00019187,97.6029,261.1290,87.3527,272.7919,0,U,65179,999,2630,.35803793E-3,.5107E-4,0
STARLINK-34862,2025-175G,2026-01-26T14:09:05.397984,15.05654574,.00021545,97.6031,261.1333,89.4368,270.7106,0,U,65180,999,2630,.53276148E-3,.7636E-4,0
STARLINK-34942,2025-175H,2026-01-26T14:17:03.763680,15.05654116,.00022783,97.6042,261.1248,86.9898,273.1589,0,U,65181,999,2627,.6049983E-3,.8681E-4,0
STARLINK-34944,2025-175J,2026-01-26T14:05:05.756352,15.05663633,.00016348,97.6036,261.1363,80.2497,279.8914,0,U,65182,999,2630,.54577352E-3,.7826E-4,0
STARLINK-34939,2025-175K,2026-01-26T14:01:07.163616,15.05669023,.00023409,97.6031,261.1406,91.6163,268.5332,0,U,65183,999,2627,.11509451E-2,.16594E-3,0
STARLINK-34947,2025-175L,2026-01-26T13:57:07.037280,15.05642344,.00028707,97.6020,261.1430,97.4454,262.7099,0,U,65184,999,2630,-.80954769E-3,-.11721E-3,0
STARLINK-34945,2025-175M,2026-01-26T13:53:08.693376,15.05657379,.00022784,97.6031,261.1474,88.1788,271.9699,0,U,65185,999,2630,.83204697E-3,.11968E-3,0
STARLINK-34965,2025-175N,2026-01-26T13:45:10.361376,15.05657807,.00027931,97.6001,261.1577,88.0163,272.1384,0,U,65186,999,2630,.74879631E-3,.10763E-3,0
STARLINK-34915,2025-175P,2026-01-26T15:24:51.571584,15.05651010,.00025487,97.6022,261.2172,87.1464,273.0055,0,U,65187,999,2631,.24574719E-3,.3487E-4,0
STARLINK-34972,2025-175Q,2026-01-26T15:16:53.116896,15.05660752,.00035274,97.6030,261.2250,82.4030,277.7597,0,U,65188,999,2628,.77998703E-3,.11216E-3,0
STARLINK-34866,2025-175R,2026-01-26T04:02:59.996544,15.05650257,.0002994,97.6019,260.7712,85.3628,274.7941,0,U,65189,999,2624,.41081E-3,.5872E-4,0
STARLINK-34917,2025-175S,2026-01-26T14:00:01.000224,15.05618682,.00031516,97.6028,261.1868,88.1722,12.8231,0,U,65190,999,574,.39898884E-2,.57936E-3,0
STARLINK-34948,2025-175T,2026-01-26T15:04:55.316928,15.05661882,.00024573,97.6018,261.2318,91.4506,268.7002,0,U,65191,999,2631,.35785104E-3,.5108E-4,0
STARLINK-34955,2025-175U,2026-01-26T08:38:08.251872,15.05648349,.00023616,97.6022,260.9772,80.3437,279.8056,0,U,65192,999,2624,.54624938E-3,.783E-4,0
STARLINK-34950,2025-175V,2026-01-26T14:56:56.989248,15.05661455,.00018709,97.6007,261.2456,80.4846,279.6592,0,U,65193,999,2628,.33965726E-3,.4845E-4,0
STARLINK-34926,2025-175W,2026-01-26T14:41:00.221568,15.05656072,.00027442,97.6009,261.2598,81.4541,278.6997,0,U,65194,999,2628,.57853915E-3,.8299E-4,0
STARLINK-34928,2025-175X,2026-01-26T14:44:59.273952,15.05659854,.00026085,97.6013,261.2562,77.7699,282.3819,0,U,65195,999,2631,.30582915E-3,.4356E-4,0
STARLINK-34927,2025-175Y,2026-01-26T14:52:57.630144,15.05657299,.00026287,97.6031,261.2454,102.8086,257.3435,0,U,65196,999,2631,.56972937E-3,.8171E-4,0
STARLINK-34952,2025-175Z,2026-01-26T14:48:59.097888,15.05671956,.00051359,97.6036,261.2510,52.5365,307.6328,0,U,65197,999,2631,.89475605E-3,.12884E-3,0
STARLINK-34981,2025-176A,2026-01-26T04:39:02.641248,15.30204325,.00009715,53.1596,352.9868,83.6777,276.4335,0,U,65198,999,2657,.28155572E-3,.799E-4,0
STARLINK-34821,2025-176B,2026-01-26T02:48:52.470144,15.30183931,.00011398,53.1606,350.3878,55.5524,304.5585,0,U,65199,999,2654,.21791389E-2,.64712E-3,0
STARLINK-34865,2025-176C,2026-01-26T03:51:10.532448,15.30208192,.00011085,53.1619,350.6588,76.8989,283.2135,0,U,65200,999,2660,.16740174E-2,.49564E-3,0
STARLINK-34843,2025-176D,2026-01-26T03:19:16.601376,15.30214815,.00013378,53.1612,350.5155,95.5456,264.5698,0,U,65201,999,2660,.11437137E-2,.33683E-3,0
STARLINK-34905,2025-176E,2026-01-26T14:19:09.757344,15.30200434,.00011928,53.1607,348.4045,80.2592,279.8543,0,U,65202,999,2667,.13062652E-2,.3853E-3,0
STARLINK-34914,2025-176F,2026-01-26T04:18:22.218912,15.30173316,.00010904,53.1600,350.0652,102.2313,257.8810,0,U,65203,999,2661,.15310167E-2,.45224E-3,0
STARLINK-34787,2025-176G,2026-01-26T03:58:36.883488,15.30183193,.0001278,53.1613,349.9737,88.1419,271.9729,0,U,65204,999,2661,.11459E-2,.33717E-3,0
STARLINK-34796,2025-176H,2026-01-26T03:42:03.723264,15.30200502,.00013228,53.1617,350.6157,60.1827,299.9305,0,U,65205,999,2660,.14121171E-2,.41699E-3,0
STARLINK-34763,2025-176J,2026-01-26T08:54:26.985888,15.30196660,.00012495,53.1597,349.1259,83.5247,276.5896,0,U,65206,999,2663,.17619113E-2,.52185E-3,0
STARLINK-34901,2025-176K,2026-01-26T04:07:43.887072,15.30181813,.0001406,53.1613,350.0183,110.6012,249.5140,0,U,65207,999,2661,.1814E-2,.53724E-3,0
STARLINK-34841,2025-176L,2026-01-26T14:10:02.650944,15.30200878,.00011648,53.1588,348.3670,86.1691,273.9443,0,U,65208,999,2667,.12341719E-2,.36373E-3,0
STARLINK-34976,2025-176M,2026-01-26T03:40:32.535840,15.30218423,.00009786,53.1619,350.6075,88.3090,271.8023,0,U,65209,999,2660,.89095001E-3,.26136E-3,0
STARLINK-34941,2025-176N,2026-01-26T04:09:15.020928,15.30189243,.00013338,53.1611,350.0254,78.2641,281.8510,0,U,65210,999,2661,.19055545E-2,.56489E-3,0
STARLINK-34847,2025-176P,2026-01-26T04:36:36.188064,15.30193802,.0000806,53.1593,350.1477,85.3478,274.7614,0,U,65211,999,2661,.12456E-2,.36706E-3,0
STARLINK-34897,2025-176Q,2026-01-26T03:28:23.270592,15.30206851,.00015837,53.1631,350.5595,91.6404,268.4778,0,U,65212,999,2660,.99674581E-3,.29284E-3,0
STARLINK-34907,2025-176R,2026-01-26T14:03:57.690432,15.30206193,.00007456,53.1589,348.3327,65.3962,294.7116,0,U,65213,999,2667,.10960183E-2,.32249E-3,0
STARLINK-34511,2025-176S,2026-01-26T14:52:35.881536,15.30190433,.00014493,53.1614,348.5425,94.6938,265.4228,0,U,65214,999,2661,.11707995E-2,.34467E-3,0
STARLINK-33913,2025-176T,2026-01-26T14:35:07.344960,15.30221875,.00013151,53.1613,350.5974,80.0617,280.0532,0,U,65215,999,2664,.14921505E-2,.44127E-3,0
STARLINK-34302,2025-176U,2026-01-26T14:32:50.292960,15.30175120,.00009603,53.1603,348.4593,129.6452,230.4634,0,U,65216,999,2667,.17415588E-2,.51539E-3,0
STARLINK-34871,2025-176V,2026-01-26T14:55:28.307424,15.30208105,.00018265,53.1613,347.8451,84.0005,276.1204,0,U,65217,999,2668,.10420375E-2,.30638E-3,0
STARLINK-34833,2025-176W,2026-01-26T14:13:05.088864,15.30201020,.00011594,53.1603,348.3733,100.2492,259.8639,0,U,65218,999,2667,.1595774E-2,.47205E-3,0
STARLINK-34960,2025-176X,2026-01-26T04:00:07.997472,15.30179950,.0001287,53.1613,349.9812,82.1909,277.9238,0,U,65219,999,2661,.19028E-2,.56389E-3,0
STARLINK-34603,2025-176Y,2026-01-26T14:05:29.027328,15.30208258,.00012195,53.1593,348.3419,95.3002,264.8138,0,U,65220,999,2667,.99750909E-3,.29308E-3,0
STARLINK-34974,2025-176Z,2026-01-26T04:15:19.749024,15.30175327,.0001192,53.1599,350.0453,99.0356,261.0780,0,U,65221,999,2661,.1191E-2,.35055E-3,0
STARLINK-34999,2025-176AA,2026-01-26T14:34:21.559008,15.30203523,.00013236,53.1607,348.4615,95.9089,264.2062,0,U,65222,999,2667,.1025234E-2,.30132E-3,0
STARLINK-34996,2025-176AB,2026-01-26T04:38:07.306368,15.30186589,.00013092,53.1597,350.1444,74.8804,285.2341,0,U,65223,999,2661,.16729978E-2,.495E-3,0
STARLINK-34975,2025-176AC,2026-01-26T09:49:09.639840,15.30231394,.00013288,53.1604,349.3571,87.7661,272.3492,0,U,65224,999,2664,.13554137E-2,.4004E-3,0
STARLINK-34257,2025-176AD,2026-01-26T04:10:46.216128,15.30183202,.0001241,53.1605,350.0262,66.9853,293.1278,0,U,65225,999,2655,.12336E-2,.36337E-3,0
SHIYAN-28B 02,2025-177A,2026-01-23T15:16:11.856576,14.29315903,.00040357,10.9982,155.8075,272.3552,87.6213,0,U,65226,999,2282,.1560918E-3,.836E-5,0
SKYKRAFT-4E,2025-154L,2026-01-26T14:41:23.385408,14.95817687,.00055191,97.6883,93.9833,29.8138,330.3396,0,U,65227,999,2615,.10412497E-2,.11584E-3,0
HULIANWANG DIGUI-68,2025-178A,2026-01-26T15:05:31.913376,13.24421823,.0001968,86.4920,61.3154,101.9690,258.1665,0,U,65228,999,2157,.15470634E-4,.21E-6,0
HULIANWANG DIGUI-69,2025-178B,2026-01-26T14:54:50.797728,13.24415650,.00019192,86.4940,61.3455,100.4023,259.7327,0,U,65229,999,2157,.1674722E-5,.15E-6,0
HULIANWANG DIGUI-70,2025-178C,2026-01-26T14:43:56.576928,13.24416450,.00019733,86.4879,61.2392,103.0637,257.0718,0,U,65230,999,2157,-.1521026E-4,.8E-7,0
HULIANWANG DIGUI-71,2025-178D,2026-01-26T14:33:03.800736,13.24417353,.00019293,86.4938,61.3347,101.6469,258.4881,0,U,65231,999,2157,-.15837038E-4,.8E-7,0
HULIANWANG DIGUI-72,2025-178E,2026-01-26T14:22:08.783328,13.24418002,.0001896,86.4921,61.3013,101.7344,258.4003,0,U,65232,999,2157,.27119786E-4,.26E-6,0
STARLINK-34842,2025-179A,2026-01-26T08:41:17.460960,15.05672699,.00035772,97.6065,71.3086,94.0005,266.1631,0,U,65235,999,2551,.89902057E-4,.1237E-4,0
STARLINK-34938,2025-179B,2026-01-26T09:33:08.409600,15.05654345,.00015159,97.6066,71.2586,92.7830,267.3570,0,U,65236,999,2550,.35494789E-3,.5065E-4,0
STARLINK-34958,2025-179C,2026-01-26T13:08:27.407616,15.05663198,.00007496,97.6012,71.3661,309.7977,50.3183,0,U,65237,999,2562,.67848577E-3,.9746E-4,0
STARLINK-34818,2025-179D,2026-01-26T13:52:19.989696,15.05655826,.00010522,97.6052,71.4815,142.8198,217.3102,0,U,65238,999,2521,.56062853E-3,.8039E-4,0
STARLINK-34964,2025-179E,2026-01-26T13:20:24.984672,15.05669924,.00009338,97.6030,71.3555,303.7186,56.3951,0,U,65239,999,2547,.81918217E-3,.11785E-3,0
STARLINK-34953,2025-179F,2026-01-26T12:52:31.700064,15.05665764,.00013208,97.6047,71.3817,92.6034,267.5344,0,U,65240,999,2563,.14696154E-4,.151E-5,0
STARLINK-34969,2025-179G,2026-01-26T14:08:16.636416,15.05668600,.00002811,97.6075,71.4678,118.4977,241.6279,0,U,65241,999,2548,.71204188E-3,.10233E-3,0
STARLINK-34963,2025-179H,2026-01-26T02:30:28.448352,15.05673481,.00008163,97.6034,71.0358,86.2069,273.9251,0,U,65242,999,2556,.75481746E-3,.10854E-3,0
STARLINK-34982,2025-179J,2026-01-26T13:00:29.085984,15.05667208,.00015644,97.6034,71.3745,148.8445,211.2875,0,U,65243,999,2563,.59386011E-3,.8522E-4,0
STARLINK-34990,2025-179K,2026-01-26T14:00:18.699264,15.05655075,.00011203,97.6074,71.4765,80.2537,279.8816,0,U,65244,999,2554,.56121786E-3,.8047E-4,0
STARLINK-34977,2025-179L,2026-01-26T09:37:07.025664,15.05640518,.00013124,97.6056,71.2554,98.6488,261.4887,0,U,65245,999,2542,.32843432E-3,.468E-4,0
STARLINK-34959,2025-179M,2026-01-26T13:24:24.577920,15.05658763,.00007482,97.6025,71.3524,106.2010,253.9299,0,U,65246,999,2548,.47666273E-3,.6825E-4,0
STARLINK-34923,2025-179N,2026-01-26T13:16:25.867488,15.05659875,.00002867,97.6012,71.3597,230.8800,129.2401,0,U,65247,999,2552,.69388309E-3,.9968E-4,0
STARLINK-34962,2025-179P,2026-01-26T14:12:16.139808,15.05658257,.00006999,97.6065,71.4629,35.4271,324.7002,0,U,65248,999,2549,.88469631E-3,.1273E-3,0
STARLINK-34925,2025-179Q,2026-01-26T13:44:20.079168,15.05665610,.00002963,97.6009,71.4896,90.8776,269.2485,0,U,65249,999,2548,.83977948E-3,.12082E-3,0
STARLINK-34973,2025-179R,2026-01-26T13:32:23.942400,15.05666630,.0000426,97.6029,71.5006,120.9923,239.1346,0,U,65250,999,2547,.62502368E-3,.8973E-4,0
STARLINK-34989,2025-179S,2026-01-26T13:36:22.935168,15.05642491,.00005202,97.6003,71.4960,102.6006,257.5279,0,U,65251,999,2565,-.22067076E-3,-.3243E-4,0
STARLINK-34961,2025-179T,2026-01-26T14:04:17.660928,15.05655686,.00005182,97.6053,71.4706,87.7664,272.3622,0,U,65252,999,2549,.64152664E-3,.9209E-4,0
STARLINK-34933,2025-179U,2026-01-26T13:04:28.441632,15.05670454,.00012268,97.6001,71.3668,26.8487,333.2803,0,U,65253,999,2547,.75694622E-3,.10884E-3,0
STARLINK-34979,2025-179V,2026-01-26T13:12:26.428896,15.05664829,.00007816,97.6009,71.3645,278.6681,81.4458,0,U,65254,999,2547,.58456668E-3,.8387E-4,0
STARLINK-34987,2025-179W,2026-01-26T12:56:30.768000,15.05654201,.00035869,97.6036,71.3779,113.6961,246.4642,0,U,65255,999,2546,.61376249E-3,.8808E-4,0
STARLINK-34971,2025-179X,2026-01-26T13:56:19.274496,15.05656567,.00008406,97.6070,71.4814,95.7130,264.4193,0,U,65256,999,2521,.45323953E-3,.6486E-4,0
STARLINK-34966,2025-179Y,2026-01-26T13:48:21.053952,15.05655840,.00011624,97.6066,71.4878,89.0529,271.0831,0,U,65257,999,2559,.4709463E-3,.6742E-4,0
STARLINK-34980,2025-179Z,2026-01-26T14:16:15.047904,15.05665116,.00003524,97.6087,71.4590,58.9411,301.1851,0,U,65258,999,2548,.95300853E-3,.13722E-3,0
2025-180A,2025-180A,2026-01-22T18:55:10.911072,15.17963874,.00138503,97.5008,152.1376,105.0892,255.1876,0,U,65259,999,2369,.87501796E-3,.17777E-3,0
2025-180B,2025-180B,2026-01-21T22:32:07.315584,15.13835199,.00158155,97.5069,150.8915,107.2236,253.0728,0,U,65260,999,2352,.40195801E-3,.7221E-4,0
2025-180C,2025-180C,2026-01-26T15:09:44.197920,15.13918422,.00154886,97.5038,155.4722,91.5840,268.7166,0,U,65261,999,2423,.56520568E-3,.10208E-3,0
2025-180D,2025-180D,2026-01-21T20:56:30.624288,15.13827322,.00158739,97.5068,150.8146,105.7604,254.5380,0,U,65262,999,2351,.49741784E-3,.8952E-4,0
2025-180E,2025-180E,2026-01-26T14:07:45.432192,15.16354340,.00015942,97.4770,155.6623,89.8972,270.2444,0,U,65263,999,2426,.31914894E-3,.6126E-4,0
COSMOS 2591,2025-182A,2026-01-26T15:02:43.947456,15.96314672,.00078642,96.5930,320.7266,17.8530,342.3024,0,U,65267,999,2511,.27903247E-3,.115093E-2,.6911512E-5
COSMOS 2592,2025-182B,2026-01-26T13:54:39.191328,15.96446055,.00085297,96.5883,320.6430,26.8122,333.3596,0,U,65268,999,2510,.26935812E-3,.111946E-2,.6641859E-5
COSMOS 2593,2025-182C,2026-01-26T14:17:10.006944,15.96368845,.00082982,96.5889,320.6245,20.7525,339.4088,0,U,65269,999,2510,.23852403E-3,.98629E-3,.5561552E-5
COSMOS 2594,2025-182D,2026-01-26T14:38:55.468608,15.96377464,.00083931,96.5942,320.6059,16.4242,343.7307,0,U,65270,999,2512,.27500973E-3,.113866E-2,.6808441E-5
STARLINK-34922,2025-184A,2026-01-26T13:27:13.045824,15.05675741,.00001975,97.6088,81.1613,25.7078,334.4158,0,U,65273,999,2496,.53411611E-3,.766E-4,0
